"Ontology","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"CC","1","GO:0034399","nuclear periphery","1/78","125/14163",0.500108562582132,0.716822273034389,0.67850986268453,"SFPQ",1
"BP","1","GO:0007519","skeletal muscle tissue development","1/73","128/13552",0.500738287183429,0.606212947675257,0.5222332117919,"GPCPD1",1
"BP","1","GO:0014074","response to purine-containing compound","1/73","128/13552",0.500738287183429,0.606212947675257,0.5222332117919,"PTAFR",1
"BP","1","GO:0035264","multicellular organism growth","1/73","128/13552",0.500738287183429,0.606212947675257,0.5222332117919,"ADRB2",1
"BP","1","GO:1990778","protein localization to cell periphery","2/73","311/13552",0.502048327672361,0.6073461160656,0.52320940039074,"TREM2/RAMP2",2
"BP","-1","GO:0032259","methylation","1/29","322/13552",0.502469204141626,0.531531349891066,0.456460848751585,"MOV10L1",1
"MF","1","GO:0016247","channel regulator activity","1/78","124/13926",0.503207782554951,0.567342107782542,0.514113214375027,"ADRB2",1
"BP","1","GO:0000724","double-strand break repair via homologous recombination","1/73","129/13552",0.503453283088942,0.6073461160656,0.52320940039074,"SFPQ",1
"BP","1","GO:0007272","ensheathment of neurons","1/73","129/13552",0.503453283088942,0.6073461160656,0.52320940039074,"ITGAX",1
"BP","1","GO:0008366","axon ensheathment","1/73","129/13552",0.503453283088942,0.6073461160656,0.52320940039074,"ITGAX",1
"BP","1","GO:1902652","secondary alcohol metabolic process","1/73","129/13552",0.503453283088942,0.6073461160656,0.52320940039074,"CEBPA",1
"BP","-1","GO:0060537","muscle tissue development","1/29","324/13552",0.504648058833225,0.533024925363361,0.457743480016699,"ADAMTS9",1
"BP","1","GO:0010634","positive regulation of epithelial cell migration","1/73","130/13552",0.506153715953019,0.609311983872922,0.524902933105462,"GATA2",1
"BP","1","GO:0048771","tissue remodeling","1/73","130/13552",0.506153715953019,0.609311983872922,0.524902933105462,"ADRB2",1
"BP","1","GO:1903322","positive regulation of protein modification by small protein conjugation or removal","1/73","130/13552",0.506153715953019,0.609311983872922,0.524902933105462,"ADRB2",1
"CC","-1","GO:0005769","early endosome","1/29","341/14163",0.507114761419533,0.571852816068835,0.533805012020561,"EPHA8",1
"BP","1","GO:0062197","cellular response to chemical stress","2/73","314/13552",0.507178193113156,0.610114993406736,0.525594700329424,"SFPQ/RCSD1",2
"BP","-1","GO:0010876","lipid localization","1/29","327/13552",0.507899075813469,0.535644700592354,0.459993252913085,"APOLD1",1
"MF","1","GO:0005201","extracellular matrix structural constituent","1/78","126/13926",0.508807216620664,0.57085687718416,0.517298222803037,"HMCN1",1
"BP","1","GO:0000725","recombinational repair","1/73","131/13552",0.508839662811567,0.610442277307661,0.525876645021307,"SFPQ",1
"BP","1","GO:0060402","calcium ion transport into cytosol","1/73","131/13552",0.508839662811567,0.610442277307661,0.525876645021307,"CCL3",1
"BP","1","GO:1990845","adaptive thermogenesis","1/73","131/13552",0.508839662811567,0.610442277307661,0.525876645021307,"ADRB2",1
"BP","1","GO:1904951","positive regulation of establishment of protein localization","2/73","315/13552",0.508880703344348,0.610442277307661,0.525876645021307,"TREM2/CD33",2
"BP","-1","GO:0001701","in utero embryonic development","1/29","328/13552",0.508978162906203,0.535969429120926,0.460272118608959,"ETNK2",1
"BP","-1","GO:0007389","pattern specification process","1/29","329/13552",0.510054965180532,0.536290772769243,0.460548077486044,"SCMH1",1
"MF","-1","GO:0140098","catalytic activity, acting on RNA","1/27","363/13926",0.510221550081921,0.541107831667179,0.429982487496107,"MOV10L1",1
"BP","1","GO:0015718","monocarboxylic acid transport","1/73","132/13552",0.511511200298696,0.611449312962096,0.526744174271914,"ABCG2",1
"BP","1","GO:0016125","sterol metabolic process","1/73","132/13552",0.511511200298696,0.611449312962096,0.526744174271914,"CEBPA",1
"BP","1","GO:0031960","response to corticosteroid","1/73","132/13552",0.511511200298696,0.611449312962096,0.526744174271914,"PTAFR",1
"BP","1","GO:0046165","alcohol biosynthetic process","1/73","132/13552",0.511511200298696,0.611449312962096,0.526744174271914,"PTAFR",1
"BP","1","GO:0060078","regulation of postsynaptic membrane potential","1/73","132/13552",0.511511200298696,0.611449312962096,0.526744174271914,"ADRB2",1
"BP","-1","GO:0030111","regulation of Wnt signaling pathway","1/29","332/13552",0.513271709700862,0.538857761695013,0.462752519320064,"CDH3",1
"CC","1","GO:0005795","Golgi stack","1/78","130/14163",0.513844873271972,0.724288843719182,0.685577363291922,"GAL3ST4",1
"BP","1","GO:0030902","hindbrain development","1/73","133/13552",0.514168404648785,0.613766060654179,0.528739978869601,"GATA2",1
"BP","1","GO:0090288","negative regulation of cellular response to growth factor stimulus","1/73","133/13552",0.514168404648785,0.613766060654179,0.528739978869601,"HHEX",1
"BP","-1","GO:0048608","reproductive structure development","1/29","334/13552",0.515404867243071,0.540281120262345,0.463974850721317,"ETNK2",1
"CC","1","GO:0044306","neuron projection terminus","1/78","131/14163",0.516547082342362,0.724288843719182,0.685577363291922,"MOB2",1
"BP","1","GO:0031056","regulation of histone modification","1/73","134/13552",0.516811351698538,0.616059341724444,0.530715567717478,"GATA2",1
"BP","1","GO:0048284","organelle fusion","1/73","134/13552",0.516811351698538,0.616059341724444,0.530715567717478,"RUBCNL",1
"MF","-1","GO:0016887","ATPase activity","1/27","371/13926",0.517969459787535,0.541107831667179,0.429982487496107,"MOV10L1",1
"MF","1","GO:0140297","DNA-binding transcription factor binding","2/78","309/13926",0.519365986855018,0.579874645517739,0.525469930492047,"HHEX/LMO2",2
"BP","1","GO:0060538","skeletal muscle organ development","1/73","135/13552",0.519440116889029,0.618329344162882,0.532671102762955,"GPCPD1",1
"BP","1","GO:1902904","negative regulation of supramolecular fiber organization","1/73","135/13552",0.519440116889029,0.618329344162882,0.532671102762955,"AVIL",1
"BP","-1","GO:0061458","reproductive system development","1/29","338/13552",0.519644135586713,0.543904629868622,0.467086596191608,"ETNK2",1
"MF","-1","GO:0003779","actin binding","1/27","373/13926",0.519887916699838,0.541107831667179,0.429982487496107,"MYRIP",1
"BP","1","GO:0010506","regulation of autophagy","2/73","322/13552",0.520693064122339,0.619388892304413,0.533583869854324,"ADRB2/TREM2",2
"BP","-1","GO:0002683","negative regulation of immune system process","1/29","340/13552",0.521750319940051,0.545287928358399,0.468274525375558,"NR1D1",1
"BP","1","GO:0006405","RNA export from nucleus","1/73","136/13552",0.522054775267735,0.619713144215594,0.533863202583285,"HHEX",1
"BP","1","GO:0007584","response to nutrient","1/73","136/13552",0.522054775267735,0.619713144215594,0.533863202583285,"LIPG",1
"BP","1","GO:0015698","inorganic anion transport","1/73","136/13552",0.522054775267735,0.619713144215594,0.533863202583285,"PTAFR",1
"BP","-1","GO:0006417","regulation of translation","1/29","342/13552",0.523847586541464,0.546657766736212,0.469450895478125,"PER1",1
"BP","1","GO:0046467","membrane lipid biosynthetic process","1/73","137/13552",0.524655401490563,0.622367456806387,0.536149808626104,"GAL3ST4",1
"BP","-1","GO:0000280","nuclear division","1/29","345/13552",0.526976845278371,0.549098811796803,0.471547181050795,"MOV10L1",1
"MF","-1","GO:0017016","Ras GTPase binding","1/27","381/13926",0.527488478406137,0.543472977751778,0.431861912145375,"MYRIP",1
"BP","1","GO:0010876","lipid localization","2/73","327/13552",0.529016601317574,0.626669908708605,0.539856234369883,"ACVR1C/LIPG",2
"BP","1","GO:0051098","regulation of binding","2/73","327/13552",0.529016601317574,0.626669908708605,0.539856234369883,"ADRB2/RAMP2",2
"MF","1","GO:0019903","protein phosphatase binding","1/78","134/13926",0.530588640018662,0.589542933354069,0.534231124961582,"CD33",1
"BP","-1","GO:0006816","calcium ion transport","1/29","350/13552",0.532148201592108,0.552829596571771,0.474751050747738,"TMC2",1
"BP","-1","GO:0009100","glycoprotein metabolic process","1/29","350/13552",0.532148201592108,0.552829596571771,0.474751050747738,"ADAMTS9",1
"BP","1","GO:0007088","regulation of mitotic nuclear division","1/73","140/13552",0.532373827951486,0.629772781921821,0.542529261150546,"EDN3",1
"BP","1","GO:2001236","regulation of extrinsic apoptotic signaling pathway","1/73","140/13552",0.532373827951486,0.629772781921821,0.542529261150546,"TNFSF10",1
"BP","-1","GO:0001667","ameboidal-type cell migration","1/29","352/13552",0.534201422809615,0.554134311720422,0.475871495260097,"ADAMTS9",1
"BP","1","GO:0055001","muscle cell development","1/73","141/13552",0.534919064348709,0.632345459032718,0.544745540818739,"RAMP2",1
"BP","1","GO:0007601","visual perception","1/73","142/13552",0.537450636066145,0.633145780376059,0.545434992251938,"HMCN1",1
"BP","1","GO:0008360","regulation of cell shape","1/73","142/13552",0.537450636066145,0.633145780376059,0.545434992251938,"CCL3",1
"BP","1","GO:0051028","mRNA transport","1/73","142/13552",0.537450636066145,0.633145780376059,0.545434992251938,"HHEX",1
"BP","1","GO:0051092","positive regulation of NF-kappaB transcription factor activity","1/73","142/13552",0.537450636066145,0.633145780376059,0.545434992251938,"CX3CR1",1
"BP","1","GO:0071347","cellular response to interleukin-1","1/73","142/13552",0.537450636066145,0.633145780376059,0.545434992251938,"CCL3",1
"BP","1","GO:0051346","negative regulation of hydrolase activity","2/73","333/13552",0.53887804791224,0.633924640011642,0.546105955105148,"A2M/RENBP",2
"MF","-1","GO:0031267","small GTPase binding","1/27","394/13926",0.539592881225776,0.550384738850291,0.437354230046155,"MYRIP",1
"BP","1","GO:0007034","vacuolar transport","1/73","143/13552",0.539968615452213,0.633924640011642,0.546105955105148,"ADRB2",1
"BP","1","GO:0043467","regulation of generation of precursor metabolites and energy","1/73","143/13552",0.539968615452213,0.633924640011642,0.546105955105148,"RUBCNL",1
"BP","1","GO:0043484","regulation of RNA splicing","1/73","143/13552",0.539968615452213,0.633924640011642,0.546105955105148,"CLK4",1
"BP","1","GO:0051494","negative regulation of cytoskeleton organization","1/73","143/13552",0.539968615452213,0.633924640011642,0.546105955105148,"AVIL",1
"CC","1","GO:0062023","collagen-containing extracellular matrix","2/78","327/14163",0.540857378649884,0.741842285625503,0.702192616340745,"HMCN1/A2M",2
"BP","1","GO:0001764","neuron migration","1/73","144/13552",0.542473074477643,0.63599006739927,0.547885255238048,"GATA2",1
"BP","1","GO:0006941","striated muscle contraction","1/73","144/13552",0.542473074477643,0.63599006739927,0.547885255238048,"RCSD1",1
"BP","-1","GO:0046486","glycerolipid metabolic process","1/29","361/13552",0.54333375070266,0.562767446703947,0.483285334768857,"ETNK2",1
"BP","1","GO:0009952","anterior/posterior pattern specification","1/73","145/13552",0.544964084737423,0.637596773575587,0.549269381608297,"HHEX",1
"BP","1","GO:0043409","negative regulation of MAPK cascade","1/73","145/13552",0.544964084737423,0.637596773575587,0.549269381608297,"DUSP4",1
"BP","1","GO:0050953","sensory perception of light stimulus","1/73","145/13552",0.544964084737423,0.637596773575587,0.549269381608297,"HMCN1",1
"BP","1","GO:0010594","regulation of endothelial cell migration","1/73","146/13552",0.547441717452734,0.639618762280504,0.551011260694887,"GATA2",1
"BP","1","GO:0010977","negative regulation of neuron projection development","1/73","146/13552",0.547441717452734,0.639618762280504,0.551011260694887,"SEMA3G",1
"BP","1","GO:0048732","gland development","2/73","339/13552",0.548599802793262,0.640533422276401,0.551799211247885,"GATA2/CEBPA",2
"BP","1","GO:0030324","lung development","1/73","147/13552",0.54990604347287,0.641619696656315,0.552735002145267,"CEBPA",1
"CC","1","GO:0045177","apical part of cell","2/78","333/14163",0.55075521308882,0.741842285625503,0.702192616340745,"ABCG2/ADRB2",2
"BP","-1","GO:0018205","peptidyl-lysine modification","1/29","370/13552",0.552293089364878,0.571195977840164,0.490523467528017,"PER1",1
"BP","1","GO:0001659","temperature homeostasis","1/73","148/13552",0.552357133277158,0.643599745053999,0.55444075098846,"ADRB2",1
"BP","1","GO:2001242","regulation of intrinsic apoptotic signaling pathway","1/73","148/13552",0.552357133277158,0.643599745053999,0.55444075098846,"SFPQ",1
"CC","1","GO:0098791","Golgi apparatus subcompartment","2/78","334/14163",0.552390540276654,0.741842285625503,0.702192616340745,"GAL3ST4/PLD4",2
"CC","1","GO:0031901","early endosome membrane","1/78","145/14163",0.552857007914666,0.741842285625503,0.702192616340745,"SYNDIG1",1
"BP","1","GO:0042445","hormone metabolic process","1/73","149/13552",0.554795056976857,0.645999428553544,0.556508002151698,"DHRS9",1
"BP","1","GO:0034250","positive regulation of cellular amide metabolic process","1/73","150/13552",0.557219884317056,0.647497850598513,0.557798845179985,"PTAFR",1
"BP","1","GO:0051100","negative regulation of binding","1/73","150/13552",0.557219884317056,0.647497850598513,0.557798845179985,"ADRB2",1
"BP","1","GO:0061025","membrane fusion","1/73","150/13552",0.557219884317056,0.647497850598513,0.557798845179985,"RUBCNL",1
"CC","1","GO:0030176","integral component of endoplasmic reticulum membrane","1/78","147/14163",0.557819393067239,0.741842285625503,0.702192616340745,"DHRS9",1
"MF","1","GO:0042578","phosphoric ester hydrolase activity","2/78","332/13926",0.55833642410032,0.617391238187854,0.559466659776636,"DUSP4/GPCPD1",2
"CC","-1","GO:0098552","side of membrane","1/29","394/14163",0.559130080381059,0.617372797087419,0.576296354778723,"BDH1",1
"BP","1","GO:0030323","respiratory tube development","1/73","151/13552",0.559631684678559,0.648975058251562,0.559071412683028,"CEBPA",1
"BP","1","GO:0030833","regulation of actin filament polymerization","1/73","151/13552",0.559631684678559,0.648975058251562,0.559071412683028,"AVIL",1
"BP","1","GO:0060401","cytosolic calcium ion transport","1/73","151/13552",0.559631684678559,0.648975058251562,0.559071412683028,"CCL3",1
"BP","-1","GO:0009314","response to radiation","1/29","379/13552",0.561082600759177,0.578564402859982,0.496851217601832,"PER1",1
"BP","-1","GO:0051051","negative regulation of transport","1/29","379/13552",0.561082600759177,0.578564402859982,0.496851217601832,"HRH3",1
"BP","1","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","1/73","152/13552",0.562030527079758,0.651314398998742,0.561086680480524,"CEBPA",1
"BP","1","GO:0032535","regulation of cellular component size","2/73","349/13552",0.564489065433576,0.653719697893565,0.563158769128548,"SEMA3G/AVIL",2
"BP","1","GO:0009100","glycoprotein metabolic process","2/73","350/13552",0.566056285267286,0.655090223017802,0.564339433019375,"GAL3ST4/TMEM106A",2
"KEGG","1","hsa04068","FoxO signaling pathway","1/44","116/6190",0.566260962896572,0.722780345769549,0.668038317014217,"8743",1
"BP","1","GO:1905330","regulation of morphogenesis of an epithelium","1/73","154/13552",0.566789612273955,0.655494490617643,0.56468769672423,"ITGAX",1
"MF","1","GO:0004386","helicase activity","1/78","149/13926",0.56888987091381,0.626051054115676,0.567313998695212,"DDX60L",1
"BP","1","GO:0050679","positive regulation of epithelial cell proliferation","1/73","155/13552",0.569149991308438,0.656889138041584,0.565889141210553,"GATA2",1
"BP","1","GO:0050796","regulation of insulin secretion","1/73","155/13552",0.569149991308438,0.656889138041584,0.565889141210553,"ACVR1C",1
"BP","1","GO:0051099","positive regulation of binding","1/73","155/13552",0.569149991308438,0.656889138041584,0.565889141210553,"RAMP2",1
"BP","-1","GO:0051656","establishment of organelle localization","1/29","388/13552",0.569705391155713,0.585931367879733,0.503177713877786,"CDH3",1
"BP","-1","GO:0048285","organelle fission","1/29","389/13552",0.570653320634328,0.585931367879733,0.503177713877786,"MOV10L1",1
"MF","-1","GO:0008233","peptidase activity","1/27","429/13926",0.57071593614766,0.576366588980805,0.458000282265449,"ADAMTS9",1
"BP","1","GO:0009150","purine ribonucleotide metabolic process","2/73","353/13552",0.570734159420322,0.658272439277358,0.567080811315924,"TREM2/GIMAP7",2
"BP","-1","GO:0042391","regulation of membrane potential","1/29","390/13552",0.571599233701379,0.585931367879733,0.503177713877786,"KCNH4",1
"BP","-1","GO:0070838","divalent metal ion transport","1/29","390/13552",0.571599233701379,0.585931367879733,0.503177713877786,"TMC2",1
"KEGG","1","hsa04550","Signaling pathways regulating pluripotency of stem cells","1/44","118/6190",0.57252271906218,0.722780345769549,0.668038317014217,"130399",1
"BP","-1","GO:0006979","response to oxidative stress","1/29","391/13552",0.572543134493254,0.586034578015923,0.503266347194288,"PDK1",1
"MF","1","GO:0017048","Rho GTPase binding","1/78","151/13926",0.573757783132438,0.628401381526004,0.569443814838209,"DOCK11",1
"BP","1","GO:0010921","regulation of phosphatase activity","1/73","157/13552",0.573832760190602,0.661399406917864,0.569774594680885,"CD33",1
"BP","-1","GO:0072511","divalent inorganic cation transport","1/29","394/13552",0.575362804459198,0.588054631028151,0.505001099269915,"TMC2",1
"BP","1","GO:0010970","transport along microtubule","1/73","158/13552",0.576155284155222,0.663180762004695,0.571309175543773,"SFPQ",1
"BP","1","GO:0051783","regulation of nuclear division","1/73","158/13552",0.576155284155222,0.663180762004695,0.571309175543773,"EDN3",1
"BP","-1","GO:0002694","regulation of leukocyte activation","1/29","395/13552",0.576298697351027,0.588146247663677,0.505079776486641,"NR1D1",1
"CC","1","GO:0031227","intrinsic component of endoplasmic reticulum membrane","1/78","155/14163",0.577131042240999,0.746100488487284,0.706223228596695,"DHRS9",1
"BP","1","GO:0000819","sister chromatid segregation","1/73","159/13552",0.578465323296379,0.664942967587151,0.572827259716493,"SFPQ",1
"BP","1","GO:0009152","purine ribonucleotide biosynthetic process","1/73","159/13552",0.578465323296379,0.664942967587151,0.572827259716493,"TREM2",1
"KEGG","1","hsa05418","Fluid shear stress and atherosclerosis","1/44","120/6190",0.578696101693872,0.722780345769549,0.668038317014217,"2944",1
"CC","1","GO:0005912","adherens junction","1/78","156/14163",0.579485680926408,0.746100488487284,0.706223228596695,"HMCN1",1
"CC","-1","GO:0005911","cell-cell junction","1/29","418/14163",0.580901544668438,0.626725339922136,0.585026633095142,"CDH3",1
"MF","1","GO:0016874","ligase activity","1/78","154/13926",0.580958082932113,0.633271843954436,0.573857323125759,"UBA7",1
"KEGG","1","hsa04210","Apoptosis","1/44","121/6190",0.58175003439988,0.722780345769549,0.668038317014217,"8743",1
"KEGG","1","hsa04514","Cell adhesion molecules","1/44","121/6190",0.58175003439988,0.722780345769549,0.668038317014217,"6693",1
"BP","1","GO:0070555","response to interleukin-1","1/73","161/13552",0.583048211504376,0.669759957629859,0.576976943735647,"CCL3",1
"CC","1","GO:0030662","coated vesicle membrane","1/78","158/14163",0.584156196412524,0.746100488487284,0.706223228596695,"ADRB2",1
"CC","1","GO:0032993","protein-DNA complex","1/78","158/14163",0.584156196412524,0.746100488487284,0.706223228596695,"HHEX",1
"BP","1","GO:0009749","response to glucose","1/73","162/13552",0.585321191906152,0.671467254424598,0.578447725730683,"ACVR1C",1
"BP","1","GO:0031348","negative regulation of defense response","1/73","162/13552",0.585321191906152,0.671467254424598,0.578447725730683,"A2M",1
"BP","1","GO:1901136","carbohydrate derivative catabolic process","1/73","163/13552",0.587581950157896,0.673155965717804,0.579902496906097,"RENBP",1
"BP","1","GO:1990138","neuron projection extension","1/73","163/13552",0.587581950157896,0.673155965717804,0.579902496906097,"SEMA3G",1
"BP","1","GO:0008406","gonad development","1/73","164/13552",0.589830551071965,0.675278840160861,0.581731285853744,"TNFSF10",1
"CC","1","GO:0031984","organelle subcompartment","2/78","358/14163",0.590398158398201,0.746680023856548,0.706771789207341,"GAL3ST4/PLD4",2
"BP","1","GO:0046890","regulation of lipid biosynthetic process","1/73","165/13552",0.592067059121842,0.676931326135957,0.583154850067482,"AVIL",1
"BP","1","GO:0071248","cellular response to metal ion","1/73","165/13552",0.592067059121842,0.676931326135957,0.583154850067482,"CEBPA",1
"BP","1","GO:0009259","ribonucleotide metabolic process","2/73","368/13552",0.59358604916637,0.678213779067599,0.584259642560007,"TREM2/GIMAP7",2
"BP","1","GO:1901796","regulation of signal transduction by p53 class mediator","1/73","166/13552",0.594291538443878,0.678565656270034,0.584562773600492,"TAF5",1
"BP","-1","GO:0042060","wound healing","1/29","415/13552",0.594603683382559,0.605937771188972,0.520358525201283,"CDH3",1
"BP","1","GO:0006367","transcription initiation from RNA polymerase II promoter","1/73","167/13552",0.596504052839037,0.67934393560098,0.585233236539678,"TAF5",1
"BP","1","GO:0008064","regulation of actin polymerization or depolymerization","1/73","167/13552",0.596504052839037,0.67934393560098,0.585233236539678,"AVIL",1
"BP","1","GO:0009746","response to hexose","1/73","167/13552",0.596504052839037,0.67934393560098,0.585233236539678,"ACVR1C",1
"BP","1","GO:0018205","peptidyl-lysine modification","2/73","370/13552",0.596565061198517,0.67934393560098,0.585233236539678,"GATA2/TAF5",2
"BP","1","GO:0042176","regulation of protein catabolic process","2/73","371/13552",0.59804856394885,0.680579265773791,0.586297434271258,"TREM2/CEBPA",2
"BP","1","GO:0030832","regulation of actin filament length","1/73","168/13552",0.598704665774618,0.68087199498819,0.586549611197547,"AVIL",1
"KEGG","1","hsa05160","Hepatitis C","1/44","127/6190",0.599624445806037,0.730059256390501,0.674765936586856,"4938",1
"BP","1","GO:0016241","regulation of macroautophagy","1/73","169/13552",0.600893440385979,0.681092365696458,0.586739453567633,"ADRB2",1
"BP","1","GO:0030308","negative regulation of cell growth","1/73","169/13552",0.600893440385979,0.681092365696458,0.586739453567633,"SEMA3G",1
"BP","1","GO:0033002","muscle cell proliferation","1/73","169/13552",0.600893440385979,0.681092365696458,0.586739453567633,"PTAFR",1
"BP","1","GO:0043112","receptor metabolic process","1/73","169/13552",0.600893440385979,0.681092365696458,0.586739453567633,"RAMP2",1
"BP","1","GO:0045137","development of primary sexual characteristics","1/73","169/13552",0.600893440385979,0.681092365696458,0.586739453567633,"TNFSF10",1
"CC","-1","GO:0015629","actin cytoskeleton","1/29","442/14163",0.601633165003371,0.626725339922136,0.585026633095142,"MYRIP",1
"MF","1","GO:0004721","phosphoprotein phosphatase activity","1/78","163/13926",0.601846273831585,0.652946429156908,0.591686009030059,"DUSP4",1
"BP","1","GO:0008361","regulation of cell size","1/73","170/13552",0.603070439478247,0.681749165688323,0.587305265912242,"SEMA3G",1
"BP","1","GO:0030041","actin filament polymerization","1/73","170/13552",0.603070439478247,0.681749165688323,0.587305265912242,"AVIL",1
"BP","1","GO:0030177","positive regulation of Wnt signaling pathway","1/73","170/13552",0.603070439478247,0.681749165688323,0.587305265912242,"HHEX",1
"BP","1","GO:0046578","regulation of Ras protein signal transduction","1/73","170/13552",0.603070439478247,0.681749165688323,0.587305265912242,"LPAR6",1
"BP","-1","GO:0016570","histone modification","1/29","425/13552",0.60346745849263,0.614070107836571,0.527342296317055,"PER1",1
"BP","1","GO:0007416","synapse assembly","1/73","171/13552",0.605235725528022,0.682389288953985,0.587856711786586,"SYNDIG1",1
"BP","1","GO:0031345","negative regulation of cell projection organization","1/73","171/13552",0.605235725528022,0.682389288953985,0.587856711786586,"SEMA3G",1
"BP","1","GO:0034284","response to monosaccharide","1/73","171/13552",0.605235725528022,0.682389288953985,0.587856711786586,"ACVR1C",1
"BP","1","GO:0060541","respiratory system development","1/73","171/13552",0.605235725528022,0.682389288953985,0.587856711786586,"CEBPA",1
"KEGG","1","hsa04217","Necroptosis","1/44","129/6190",0.605414993104318,0.730059256390501,0.674765936586856,"8743",1
"BP","-1","GO:0050865","regulation of cell activation","1/29","428/13552",0.60608990008177,0.615836959878407,0.528859608104592,"NR1D1",1
"BP","1","GO:0009260","ribonucleotide biosynthetic process","1/73","172/13552",0.60738936068507,0.683914009689587,0.589170210302071,"TREM2",1
"BP","1","GO:0048002","antigen processing and presentation of peptide antigen","1/73","172/13552",0.60738936068507,0.683914009689587,0.589170210302071,"TREM2",1
"BP","1","GO:0019693","ribose phosphate metabolic process","2/73","378/13552",0.608320975963172,0.68451147394142,0.589684906790099,"TREM2/GIMAP7",2
"BP","1","GO:0007015","actin filament organization","2/73","381/13552",0.612663374653458,0.688839006228524,0.593412938489346,"ARHGAP25/AVIL",2
"BP","-1","GO:0016569","covalent chromatin modification","1/29","436/13552",0.613001473031187,0.621950399644781,0.534109619990293,"PER1",1
"CC","-1","GO:0005743","mitochondrial inner membrane","1/29","456/14163",0.613265571334503,0.626725339922136,0.585026633095142,"BDH1",1
"CC","1","GO:0043197","dendritic spine","1/78","171/14163",0.613290633372303,0.766049481971247,0.725105996806729,"SYNDIG1",1
"BP","1","GO:0006333","chromatin assembly or disassembly","1/73","175/13552",0.613780977430337,0.688839006228524,0.593412938489346,"TAL1",1
"BP","1","GO:0019083","viral transcription","1/73","175/13552",0.613780977430337,0.688839006228524,0.593412938489346,"CCL3",1
"BP","1","GO:0090276","regulation of peptide hormone secretion","1/73","175/13552",0.613780977430337,0.688839006228524,0.593412938489346,"ACVR1C",1
"CC","-1","GO:0010008","endosome membrane","1/29","458/14163",0.614900333508511,0.626725339922136,0.585026633095142,"EPHA8",1
"BP","-1","GO:0007409","axonogenesis","1/29","439/13552",0.61556300394643,0.623638903415115,0.535559648975949,"EPHA8",1
"BP","1","GO:0006164","purine nucleotide biosynthetic process","1/73","176/13552",0.615888624036271,0.690296704681494,0.594668699435788,"TREM2",1
"BP","1","GO:1901215","negative regulation of neuron death","1/73","176/13552",0.615888624036271,0.690296704681494,0.594668699435788,"CX3CR1",1
"CC","1","GO:0044309","neuron spine","1/78","173/14163",0.617590280038835,0.766049481971247,0.725105996806729,"SYNDIG1",1
"BP","1","GO:1905475","regulation of protein localization to membrane","1/73","177/13552",0.617984925654494,0.6921917769634,0.596301244052582,"TREM2",1
"BP","1","GO:0006163","purine nucleotide metabolic process","2/73","385/13552",0.618397200836873,0.692199358576093,0.596307775371259,"TREM2/GIMAP7",2
"BP","-1","GO:0016311","dephosphorylation","1/29","443/13552",0.618952925631642,0.626160528841326,0.537725134196186,"LRRIQ4",1
"MF","1","GO:0016887","ATPase activity","2/78","371/13926",0.619253805727823,0.668677818391545,0.605941455567625,"ABCG2/DDX60L",2
"KEGG","1","hsa04120","Ubiquitin mediated proteolysis","1/44","134/6190",0.619535645403802,0.736259752508866,0.680496818750172,"7318",1
"BP","1","GO:0006611","protein export from nucleus","1/73","178/13552",0.620069942508866,0.693616901613784,0.597528943702066,"HHEX",1
"KEGG","-1","hsa05200","Pathways in cancer","1/13","446/6190",0.622094117603033,0.626352722470659,0.518036086253928,"119391",1
"BP","1","GO:0009612","response to mechanical stimulus","1/73","179/13552",0.622143734508032,0.694571193463186,0.59835103583885,"TLR7",1
"BP","1","GO:0030073","insulin secretion","1/73","179/13552",0.622143734508032,0.694571193463186,0.59835103583885,"ACVR1C",1
"BP","1","GO:0046390","ribose phosphate biosynthetic process","1/73","179/13552",0.622143734508032,0.694571193463186,0.59835103583885,"TREM2",1
"MF","1","GO:0003779","actin binding","2/78","373/13926",0.622200665965518,0.668720341925557,0.605979989479452,"RCSD1/AVIL",2
"BP","1","GO:0051656","establishment of organelle localization","2/73","388/13552",0.622655568796007,0.6946882718528,0.598451895155158,"CD84/GATA2",2
"BP","1","GO:0045216","cell-cell junction organization","1/73","180/13552",0.624206361247052,0.695963591540639,0.599550542584573,"RAMP2",1
"BP","1","GO:0034329","cell junction assembly","2/73","390/13552",0.625474496442923,0.696467687820006,0.599984805528041,"RAMP2/SYNDIG1",2
"BP","1","GO:0042391","regulation of membrane potential","2/73","390/13552",0.625474496442923,0.696467687820006,0.599984805528041,"ADRB2/TREM2",2
"BP","1","GO:0050770","regulation of axonogenesis","1/73","181/13552",0.626257882009015,0.696885400644973,0.600344651867559,"SEMA3G",1
"KEGG","-1","hsa05168","Herpes simplex virus 1 infection","1/13","451/6190",0.626352722470659,0.626352722470659,0.518036086253928,"344787",1
"MF","-1","GO:0050839","cell adhesion molecule binding","1/27","500/13926",0.627746640531149,0.627746640531149,0.498828599802874,"CDH3",1
"BP","1","GO:0051651","maintenance of location in cell","1/73","182/13552",0.62829835576665,0.698700516803695,0.601908316822225,"CCL3",1
"BP","1","GO:0043254","regulation of protein-containing complex assembly","2/73","393/13552",0.629672939509448,0.699317962096699,0.602440226342977,"TAL1/AVIL",2
